FBI
6	-1.404815e-08	-1.11984e-09	4.645778e-08
1	9.32152e-09	8.23579e-09	6.297248e-08
6	1.114461e-08	4.8420700000000004e-09	5.286061e-08
6	6.7643e-10	6.626100000000001e-10	4.45576e-08
7	3.80891e-09	-3.66826e-09	3.257722e-08
6	2.433186e-08	4.24489e-09	4.736292e-08
1	3.273418e-08	7.364579999999999e-09	5.343365e-08
6	1.5738289999999998e-08	-4.48069e-09	2.732926e-08
7	2.6554600000000003e-08	-4.7823e-10	3.456527e-08
7	1.506254e-08	-1.0132319999999999e-08	1.446514e-08
6	8.8714e-10	-2.4087e-10	-7.553e-10
6	9.8539e-09	-5.948940000000001e-09	-9.931879999999999e-09
6	-1.238219e-08	1.53812e-09	-4.6825e-09
6	5.810030000000001e-09	-9.55558e-09	-2.281618e-08
6	-1.657348e-08	-2.2308e-09	-1.759402e-08
6	-7.50841e-09	-7.78896e-09	-2.717103e-08
6	8.9312e-10	-1.363808e-08	1.242672e-08
1	2.023989e-08	-7.4064600000000005e-09	-7.227e-09
1	-2.040735e-08	7.67757e-09	3.04079e-09
1	1.342106e-08	-1.351883e-08	-2.935955e-08
1	-2.696646e-08	-4.1588e-10	-1.959637e-08
1	2.3030339999999998e-08	-1.251467e-08	8.388e-09
6	-5.40884e-09	-7.94319e-09	2.511218e-08
1	-5.384e-11	-2.47024e-08	1.2800149999999999e-08
6	-1.868317e-08	-5.82483e-09	3.193419e-08
6	-2.381704e-08	6.85224e-09	5.496712e-08
6	-3.438379e-08	-1.79152e-09	2.684751e-08
6	-4.368289e-08	6.669620000000001e-09	3.681218e-08
1	-3.949185e-08	-1.096131e-08	2.477082e-08
1	-3.285618e-08	4.7242299999999995e-09	1.8498770000000002e-08
6	-4.018471e-08	1.158863e-08	5.037866e-08
1	-5.238553e-08	6.1266e-10	3.8250030000000005e-08
1	-4.3706370000000007e-08	1.600521e-08	3.158376e-08
1	-4.709682e-08	7.49725e-09	5.7447850000000004e-08
1	-4.068499e-08	2.2276660000000002e-08	5.030195e-08
1	-1.87666e-08	1.60255e-08	5.7165809999999996e-08
1	-2.6087570000000004e-08	-4.663599999999999e-10	6.243524e-08
8	-4.314082e-08	-5.9017e-09	-5.630197e-08
8	5.21967e-09	-5.37728e-09	-6.943314e-08
8	-4.944495e-08	-1.865376e-08	-8.112885999999999e-08
8	-1.6177500000000001e-09	-1.810605e-08	-9.413174e-08
8	-2.776657e-08	-2.9956109999999996e-08	-9.633862000000001e-08
7	-1.6865840000000002e-08	6.4896e-09	-5.465878e-08
6	-2.6378110000000002e-08	5.71201e-09	-4.3561360000000004e-08
6	-3.03413e-09	5.9591e-09	-4.9900289999999997e-08
6	-4.065522e-08	6.07352e-09	-4.894825e-08
6	6.5487200000000005e-09	6.58524e-09	-6.176334e-08
6	-5.624575e-08	-6.04991e-09	-6.196134e-08
6	1.368433e-08	-5.29681e-09	-8.092981e-08
6	-5.7975510000000005e-08	-1.903588e-08	-6.967498e-08
6	1.152914e-08	-1.828005e-08	-8.854212000000001e-08
6	-5.0531170000000006e-08	-3.056522e-08	-8.893201e-08
6	-4.38566e-09	-3.001626e-08	-1.0151005e-07
6	-4.1278249999999994e-08	-2.933336e-08	-1.0093301e-07
6	-1.8472269999999998e-08	-2.9040450000000002e-08	-1.0714886e-07
1	-2.490639e-08	1.41932e-08	-3.678508e-08
1	-2.482508e-08	-3.59044e-09	-3.797106e-08
1	-1.36152e-09	-3.34486e-09	-4.43466e-08
1	-1.04642e-09	1.4442950000000001e-08	-4.325787e-08
1	-4.7686880000000004e-08	6.63372e-09	-4.055979e-08
1	-4.216188e-08	1.4829600000000001e-08	-5.537846e-08
1	4.41881e-09	1.533479e-08	-6.802375e-08
1	1.684277e-08	7.3346999999999995e-09	-5.8077170000000006e-08
1	-5.737057e-08	2.5422600000000003e-09	-6.866865e-08
1	-6.366357e-08	-5.46879e-09	-5.392369000000001e-08
1	2.4129130000000002e-08	-4.54028e-09	-7.772434e-08
1	1.111226e-08	3.2877800000000004e-09	-8.723531e-08
1	-5.5202609999999996e-08	-2.759274e-08	-6.34155e-08
1	-6.837921e-08	-2.005674e-08	-7.294438999999999e-08
1	1.888261e-08	-1.911737e-08	-9.661585000000001e-08
1	1.244729e-08	-2.6861500000000002e-08	-8.179017e-08
1	-6.087939000000001e-08	-3.171382e-08	-9.233727e-08
1	-4.768186e-08	-3.917059e-08	-8.277594000000001e-08
1	-3.53299e-09	-3.866447e-08	-9.483475000000001e-08
1	2.82771e-09	-3.093875e-08	-1.0970159000000001e-07
1	-4.311261e-08	-3.760341e-08	-1.0787742e-07
1	-4.289592e-08	-1.977738e-08	-1.0604755e-07
1	-1.988151e-08	-1.9468939999999998e-08	-1.1229357e-07
1	-2.0234960000000003e-08	-3.729092e-08	-1.1413369e-07
1                                     MEXCH
2  1.12718559303e-12                  MCPOL, mol. polarizab. (cm**3)
1  2.00  6.20                         MABS, Aabs, Delta (eV)
-1                                    electron (-1) / positron (+1)
1486.6                                Al Kα kinetic energy (eV)
200
37.597 # [D] estimated dipole moment
### All geometry coordinates given in cm
